date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:45:23	50563/50563	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d0-c583%22	https://htmldemo.net/autima/autima/checkout.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/checkout.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:23	39677/39677	---MCZ	200	added ('OK')	text/html	etag:%2263bba9cf-9afd%22	https://htmldemo.net/autima/autima/cart.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/cart.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:23	37863/37863	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ef-93e7%22	https://htmldemo.net/autima/autima/wishlist.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/wishlist.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:23	756/756	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:24%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/language.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/logo/language.png	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:24	631/631	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:24%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/language2.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/logo/language2.png	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:25	660/660	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:25%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/logo.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/logo/logo.png	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:25	2014/2014	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:25%20GMT	https://htmldemo.net/autima/autima/assets/img/s-product/product.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/s-product/product.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:25	1681/1681	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:26%20GMT	https://htmldemo.net/autima/autima/assets/img/s-product/product2.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/s-product/product2.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:25	229006/229006	---MCZ	200	added ('OK')	text/html	etag:%2263bba9de-37e8e%22	https://htmldemo.net/autima/autima/index.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/index.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:26	341936/341936	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d6-537b0%22	https://htmldemo.net/autima/autima/index-2.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/index-2.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:26	128222/128222	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d8-1f4de%22	https://htmldemo.net/autima/autima/index-4.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/index-4.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:27	220300/220300	---MCZ	200	added ('OK')	text/html	etag:%2263bba9da-35c8c%22	https://htmldemo.net/autima/autima/index-5.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/index-5.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:27	278154/278154	---MCZ	200	added ('OK')	text/html	etag:%2263bba9db-43e8a%22	https://htmldemo.net/autima/autima/index-6.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/index-6.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:27	214776/214776	---MCZ	200	added ('OK')	text/html	etag:%2263bba9de-346f8%22	https://htmldemo.net/autima/autima/index-7.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/index-7.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:28	130512/130512	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ed-1fdd0%22	https://htmldemo.net/autima/autima/shop.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/shop.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:28	123065/123065	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e8-1e0b9%22	https://htmldemo.net/autima/autima/shop-fullwidth.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/shop-fullwidth.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:28	122871/122871	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e7-1dff7%22	https://htmldemo.net/autima/autima/shop-fullwidth-list.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/shop-fullwidth-list.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:29	130528/130528	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ec-1fde0%22	https://htmldemo.net/autima/autima/shop-right-sidebar.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/shop-right-sidebar.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:29	130331/130331	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ea-1fd1b%22	https://htmldemo.net/autima/autima/shop-right-sidebar-list.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/shop-right-sidebar-list.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:29	130322/130322	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ea-1fd12%22	https://htmldemo.net/autima/autima/shop-list.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/shop-list.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:29	33989/33989	---MCZ	200	added ('OK')	text/html	etag:%2263bba9c8-84c5%22	https://htmldemo.net/autima/autima/404.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/404.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:30	78685/78685	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e2-1335d%22	https://htmldemo.net/autima/autima/product-details.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/product-details.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:30	110902/110902	---MCZ	200	added ('OK')	text/html	etag:%2268d682eb-1b136%22	https://htmldemo.net/autima/autima/product-sidebar.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/product-sidebar.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:30	79451/79451	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e4-1365b%22	https://htmldemo.net/autima/autima/product-grouped.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/product-grouped.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:31	100767/100767	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ee-1899f%22	https://htmldemo.net/autima/autima/variable-product.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/variable-product.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:31	30751/30751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:31%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner1.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/bg/banner1.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:31	43765/43765	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ce-aaf5%22	https://htmldemo.net/autima/autima/blog.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/blog.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:32	52647/52647	---MCZ	200	added ('OK')	text/html	etag:%2268d682eb-cda7%22	https://htmldemo.net/autima/autima/blog-details.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/blog-details.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:33	53038/53038	---MCZ	200	added ('OK')	text/html	etag:%2268d682eb-cf2e%22	https://htmldemo.net/autima/autima/blog-fullwidth.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/blog-fullwidth.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:33	50224/50224	---MCZ	200	added ('OK')	text/html	etag:%2263bba9cc-c430%22	https://htmldemo.net/autima/autima/blog-sidebar.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/blog-sidebar.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:33	43044/43044	---MCZ	200	added ('OK')	text/html	etag:%2263bba9ca-a824%22	https://htmldemo.net/autima/autima/about.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/about.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:34	46586/46586	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e6-b5fa%22	https://htmldemo.net/autima/autima/services.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/services.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:34	42828/42828	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d4-a74c%22	https://htmldemo.net/autima/autima/faq.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/faq.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:34	35902/35902	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e0-8c3e%22	https://htmldemo.net/autima/autima/login.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/login.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:35	40811/40811	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d3-9f6b%22	https://htmldemo.net/autima/autima/compare.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/compare.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:35	38594/38594	---MCZ	200	added ('OK')	text/html	etag:%2263bba9e2-96c2%22	https://htmldemo.net/autima/autima/privacy-policy.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/privacy-policy.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:36	4869/4869	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d0-1305%22	https://htmldemo.net/autima/autima/coming-soon.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/coming-soon.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:36	36719/36719	---MCZ	200	added ('OK')	text/html	etag:%2263bba9d2-8f6f%22	https://htmldemo.net/autima/autima/contact.html	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/contact.html	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:37	38195/38195	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:37%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider7.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/slider/slider7.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:37	25634/25634	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:37%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider8.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/slider/slider8.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:37	31348/31348	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:38%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider9.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/slider/slider9.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:37	11073/11073	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:38%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner6.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/bg/banner6.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:38	5149/5149	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:38%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/featured/featured.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:38	5634/5634	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:39%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured1.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/featured/featured1.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:38	3848/3848	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:39%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured2.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/featured/featured2.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:39	4215/4215	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:39%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured3.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/featured/featured3.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:39	6427/6427	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:39%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured4.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/featured/featured4.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:39	6126/6126	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:40%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured5.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/featured/featured5.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:40	17281/17281	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:40%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product19.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product19.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:40	19670/19670	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:40%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product2.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product2.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:40	18085/18085	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:41%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product12.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product12.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:41	16031/16031	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:41%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product5.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product5.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:41	21634/21634	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:41%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product10.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product10.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:41	19051/19051	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:42%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product11.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product11.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:41	15495/15495	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:42%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product13.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product13.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:42	24426/24426	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:42%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product7.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product7.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:42	7957/7957	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:43%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product14.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product14.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:42	18973/18973	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:43%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product15.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product15.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:43	8563/8563	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:43%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product16.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product16.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:43	15239/15239	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:44%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product17.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product17.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:43	26973/26973	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:44%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product18.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product18.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:44	20834/20834	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:44%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product3.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product3.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:44	21824/21824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:45%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product6.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product6.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:44	20389/20389	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:45%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product8.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product8.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:45	19259/19259	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:45%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product9.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product9.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:45	7423/7423	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:46%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner3.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/bg/banner3.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:45	3796/3796	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:46%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner4.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/bg/banner4.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:46	18370/18370	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:46%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product1.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product1.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:46	18973/18973	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:46%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product4.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/product/product4.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:46	26272/26272	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jan%202026%2005:45:47%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner5.jpg	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/bg/banner5.jpg	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:47	3042/3042	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:47%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/brand/brand.png	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:47	2921/2921	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:47%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand1.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/brand/brand1.png	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:48	3039/3039	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:48%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand2.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/brand/brand2.png	(from https://htmldemo.net/autima/autima/index-3.html)
09:45:48	2688/2688	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jan%202026%2005:45:48%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand3.png	C:/My%20Web%20Sites/New1%20Project/htmldemo.net/autima/autima/assets/img/brand/brand3.png	(from https://htmldemo.net/autima/autima/index-3.html)
